DESCRIPTION,PROPERTY NAME,ESA,STREET START NR,STREET END NR,LOT PREFIX,LOT NUMBER,STREET_NAME,STREET TYPE,LOCALITY_NAME,STATE CODE,POST CODE,LONG  DEG,LONG  MIN,LONG SEC,EW HEM,LAT DEG,LAT MIN,LAT SEC,NS HEMI,AMG ZONE,EASTING,NORTHING,PMS CODE
,NARARA EXCHANGE,NAAA,13,,,,GOONAK,PDE,NARARA,NSW,2250,151,21,18,E,33,24,20,S,56,347033,6302552,2856
CAMDEN BYPASS 10K W CAMPBELLTOWN,NARELLAN EXCHANGE,NRLN,,,,,NARELLAN,RD,NARELLAN,NSW,2567,150,45,9,E,34,2,30,S,56,292540,6230932,2860
,NAROOMA EXCHANGE,NRMA,180,,,,WAGONGA,ST,NAROOMA,NSW,2546,150,7,51,E,36,13,6,S,56,242098,5988024,2869
,NARRABEEN EXCHANGE,NARR,7,,,,WINDSOR,PDE,NORTH NARRABEEN,NSW,2101,151,17,41,E,33,42,35,S,56,341974,6268730,2874
,NARRABRI EXCHANGE,NBRR,2,,,,DOYLE,ST,NARRABRI,NSW,2390,149,46,55,E,30,16,23,S,55,767637,6647673,2890
16K NE OF TEMORA CNR NARRABURRA RD &,NARRABURRA EXCHANGE,NBRA,,,,,DOOLANS,LANE,NARRABURRA,NSW,2666,147,40,26,E,34,19,58,S,55,562000,6200745,3984
CNR EAST ST,NARRANDERA EXCHANGE,NDRA,23,,,,TWYNAM,ST,NARRANDERA,NSW,2700,146,33,4,E,34,44,53,S,55,458920,6154790,2863
,NARROMINE EXCHANGE,NMNE,43,,,,DANDALOO,RD,NARROMINE,NSW,2821,148,14,25,E,32,13,38,S,55,616855,6433692,3830
,NEBEA SCAX,NBEA,,,,,NAMBLE-BARADINE,RD,NEBEA,NSW,2829,148,41,6,E,30,53,55,S,55,661048,6580426,3985
,NEILA SCAX,NELA,,,,,COWRA - REIDS FLAT,RD,NEILA,NSW,2794,148,44,42,E,33,57,45,S,55,661238,6240637,3986
,NELLIGEN SCAX,NELL,,,,,COWPER,ST,NELLIGEN,NSW,2536,150,8,17,E,35,38,50,S,56,240889,6051413,5067
,NELSON BAY EXCHANGE & DEPOT,NLBY,21,,,,NELSON,ST,NELSON BAY,NSW,2315,152,9,57,E,32,45,7,S,56,421859,6375915,2870
,NELUNGALOO SCAX,NGRO,,,,,,,NELUNGALOO,NSW,2870,148,0,14,E,33,8,43,S,55,593637,6332165,2438
,NEMINGHA EXCHANGE,NEMG,,,,,NEW ENGLAND,HWY,NEMINGHA,NSW,2340,151,1,26,E,31,5,54,S,56,311527,6557831,2439
50K SW BRAIDWOOD,NERRIGA EXCHANGE,NEGA,,,,,BRAIDWOOD NOWRA,RD,NERRIGA,NSW,2622,150,8,35,E,35,5,6,S,56,239539,6113804,3989
,NEVERTIRE TE,NTRE,,,,,,,NEVERTIRE,NSW,2831,147,38,38,E,31,53,42,S,55,560898,6471028,4543
,NEW LAMBTON EXCHANGE,NLTN,77,,,,VICTORIA,ST,NEW LAMBTON,NSW,2305,151,42,32,E,32,56,26,S,56,379307,6354574,2871
,NEW MOLLYAN SCAX  AT CARAWATHA,NMLN,,,,,MENDOORAN-COONABARABRAN,RD,NEW MOLLYAN,NSW,2842,149,6,29,E,31,36,32,S,55,699986,6500994,4548
,NEWBRIDGE SCAX,NEWG,,,,,TRUNKY,RD,NEWBRIDGE,NSW,2795,149,21,54,E,33,35,3,S,55,719495,6281450,4550
,NEWTOWN EXCHANGE,NEWT,295,,,,KING,ST,NEWTOWN,NSW,2042,151,10,47,E,33,53,46,S,56,331673,6247879,2877
CNR RESIDENTIAL RD TO NOWEN DO CK &,NIANGALA SOUTH SCAX,NGLA,,,,,NUNDLE-WALCHA,RD,NIANGALA,NSW,2354,151,24,18,E,31,17,54,S,56,348201,6536247,2441
,NIEMUR SCAX,NEUR,,,,,CROSS,ST,NIEMUR,NSW,2733,144,6,4,E,35,9,13,S,55,235919,6106074,2442
24 KM NORTH LISMORE,NIMBIN EXCHANGE,NIMB,43,,LOT,1,CULLEN,ST,NIMBIN,NSW,2480,153,13,23,E,28,35,47,S,56,521807,6836723,2443
,NIMMITABEL SCAX,NIMI,,,,,CLARK,ST,NIMMITABEL,NSW,2631,149,17,0,E,36,30,46,S,55,704455,5956756,3992
OPP CENTRAL AVE,NORDS WHARF EXCHANGE,NRDS,14,16,,,WATERVIEW,RD,NORDS WHARF,NSW,2281,151,36,19,E,33,8,7,S,56,369896,6332839,2866
,NORTH ARM COVE SCAX,NARM,,,LOT,2529,URALLA,ST,NORTH ARM COVE,NSW,2324,152,2,20,E,32,39,29,S,56,409872,6386223,2445
,NORTH PARRAMATTA EXCHANGE,NPAR,83,85,,,SORRELL,ST,NORTH PARRAMATTA,NSW,2151,151,0,29,E,33,48,6,S,56,315604,6258040,2915
,NORTH RICHMOND EXCHANGE,NHRD,,,,,BEAUMONT,AVE,NORTH RICHMOND,NSW,2754,150,42,50,E,33,34,27,S,56,287817,6282725,2878
NEAR COXS ROAD IN,NORTH RYDE EXCHANGE,NRYD,165,,PT PORT,39,LANE COVE,RD,NORTH RYDE,NSW,2113,151,7,3,E,33,47,47,S,56,325729,6258839,2880
,NORTH STAR SCAX,NORT,,,,,MOREE-PETMAN,RD,NORTH STAR,NSW,2408,150,23,26,E,28,55,44,S,56,245620,6797100,1590
,NORTH SYDNEY EXCHANGE,NSYD,1,,,,WHEELER,LANE,NORTH SYDNEY,NSW,2060,151,12,16,E,33,50,24,S,56,333876,6254142,2881
,NORTHBRIDGE EXCHANGE,NBRI,160,,,,SAILORS BAY,RD,NORTHBRIDGE,NSW,2063,151,12,45,E,33,48,41,S,56,334550,6257320,10964
,NORWAY SCAX,NORW,,,,,,,NORWAY,NSW,2787,149,48,11,E,33,43,30,S,55,759736,6264814,2459
APPROXIMATELY 80K NORTH WEST OF TAREE ON,NOWENDOC SCAX,NWDC,,,,,TOPS,RD,NOWENDOC,NSW,2354,151,43,50,E,31,27,36,S,56,379394,6518730,3993
CNR WORRIGEE ST,NOWRA EXCHANGE,NWRA,39,,,,STEWART,PL,NOWRA,NSW,2541,150,36,3,E,34,52,32,S,56,280728,6138124,2884
,NUMBLA VALE SCAX,NUMV,,,,,DALGETY-JIMENBUEN,RD,NUMBLA VALE,NSW,2628,148,49,31,E,36,39,40,S,55,663121,5941174,3994
,NUMERALLA SCAX,NUME,,,,,MONARO,ST,NUMERALLA,NSW,2630,149,20,38,E,36,10,42,S,55,710803,5993731,8854
,NUNDLE SCAX,NUND,,,,,OAKENVILLE,ST,NUNDLE,NSW,2340,151,7,37,E,31,27,36,S,56,322039,6517908,2460
,NYMBOIDA SCAX,NYBA,,,,,GRAFTON,ST,NYMBOIDA,NSW,2460,152,43,37,E,29,56,26,S,56,473648,6687783,2461
,NYNGAN EXCHANGE,NYGN,71,,,,COBAR,ST,NYNGAN,NSW,2825,147,11,39,E,31,33,48,S,55,518435,6507935,2892
,NYRANG CREEK SCAX,NYGC,,,,,EUGOWRA - CANOWINDRA,RD,CANOWINDRA,NSW,2804,148,31,1,E,33,31,44,S,55,640872,6289054,3995
,OAKDALE SCAX/RTRS,OAKE,,,,,BURRAGORANG,RD,OAKDALE,NSW,2570,150,30,33,E,34,4,38,S,56,270164,6226490,2462
,OAKEY CREEK SCAX,OKCK,,,,,WARIALDA-BINGARA,RD,OAKEY CREEK,NSW,2402,150,32,2,E,29,42,7,S,56,261405,6711706,3996
CNR GAFFNEY ST,OAKLANDS EXCHANGE,OKLS,,,,,MILTHORPE,ST,OAKLANDS,NSW,2646,146,10,6,E,35,33,28,S,55,424616,6064783,2463
23K NW OF GUYRA AT CORNER BACKWATER ROAD &,OBAN -WARDS MISTAKE- SCAX,OBAN,,,,,GUYRA-WARDS MISTAKE,RD,OBAN VIA WARDS MISTAKE,NSW,2365,151,50,49,E,30,7,49,S,56,388932,6666229,12771
,OBERON EXCHANGE,OBON,157,,,,OBERON,ST,OBERON,NSW,2787,149,51,18,E,33,41,37,S,55,764647,6268163,2900
,OCEAN SHORES EXCHANGE,OCNS,3,5,,,MATONG,DR,BILLINUDGEL,NSW,2483,153,31,23,E,28,31,19,S,56,551175,6844879,2464
,OGUNBIL EXCHANGE,OGBL,,,LOT,2,TAMWORTH-SWAMP CREEK,RD,OGUNBIL,NSW,2340,151,15,4,E,31,19,20,S,56,333595,6533377,13546
15 KM E TAREE,OLD BAR EXCHANGE,OBAR,,,LOT,2,CROSS,ST,OLD BAR,NSW,2430,152,35,6,E,31,58,10,S,56,460790,6462866,2466
40K WEST OF KYOGLE ON,OLD BONALBO SCAX,OBNO,,,,,BONALBO-URBENVILLE,RD,OLD BONALBO,NSW,2469,152,38,47,E,28,38,43,S,56,465439,6831275,3998
,OLD KOREELAH SCAX,KORH,,,,,MT LINDESAY,HWY,OLD KOREELAH,NSW,2476,152,25,10,E,28,23,41,S,56,443125,6858947,1559
,OLINDA SCAX,OLDA,,,,,RYLSTONE-KALGOOLA,RD,OLINDA,NSW,2849,150,8,46,E,32,50,22,S,56,232878,6362911,2467
NW OF GRENFELL IN,OOMA SCAX  AT GOODWILL,OOMA,,,,,WILCOX,LANE,OOMA,NSW,2871,148,2,13,E,33,40,49,S,55,596130,6272817,4000
,OPHIR SCAX  AT NERRINA,OPHR,,,,,OPHIR,RD,OPHIR,NSW,2800,149,11,24,E,33,9,53,S,55,704229,6328323,10300
,OPTUS EXCHANGE,BLAC,25,,,,CHICAGO,AVE,BLACKTOWN,NSW,2148,150,54,29,E,33,45,27,S,56,306254,6262774,
,ORANGE EXCHANGE,ORGF,97,,,,MOULDER,ST,ORANGE,NSW,2800,155,5,59,E,33,17,14,S,56,695537,6314915,3058
NEAR M4 MOTORWAY AT,ORCHARD HILLS EXCHANGE,ORHS,302,,,,THE NORTHERN,RD,ORCHARD HILLS,NSW,2748,150,41,56,E,33,47,34,S,56,286966,6258449,3069
28K SOUTH OF WALCHA ROUND SWAMP,ORITA SCAX,ORTA,,,,,BRACKENDALE - WALCHA,RD,WALCHA,NSW,2354,151,41,31,E,31,12,4,S,56,375384,6547383,4483
,OSBORNE EXCHANGE,OSBE,,,,,,,OSBORNE,NSW,2656,146,43,20,E,35,21,13,S,55,474750,6087709,2469
,OURA SCAX,OURA,,,,,WEST,ST,OURA,NSW,2650,147,31,58,E,35,6,24,S,55,548566,6115002,2470
OFF PACIFIC HWY,OURIMBAH EXCHANGE,OBAH,,,,,STATION,ST,OURIMBAH,NSW,2258,151,22,41,E,33,21,34,S,56,349098,6307699,2471
20K SW OF TUMBARUMBA ON,OURNIE SCAX,OURN,,,,,OURNIE,RD,OURNIE VIA JINGELLIC,NSW,2640,147,52,31,E,35,59,47,S,55,578879,6016102,4001
,OXLEY ISLAND SCAX,OXIS,,,,,CUNNINGHAM,ST,OXLEY ISLAND,NSW,2430,152,34,1,E,31,54,58,S,56,459060,6468792,4002
FRESHWATER RD  NORTH OF OXLEY,OXLEY STATION SCAX - CT,LACH,,,,,,,OXLEY,NSW,2711,144,9,59,E,34,1,16,S,55,238338,6231874,3071
CNR KIRKHAM CRES,OXLEY VALE EXCHANGE,OXVL,1,,,,MANILLA,RD,OXLEY VALE,NSW,2340,150,53,43,E,31,3,23,S,56,299170,6562255,2472
,PADDINGTON INTERNATIONAL EXCH,EAST,363,,,,OXFORD,ST,PADDINGTON,NSW,2021,151,13,44,E,33,53,11,S,56,336204,6249040,12285
,PADDYS RIVER SCAX,PADR,,,,,HUME,HWY,PADDYS RIVER,NSW,2577,150,7,34,E,34,38,30,S,56,236582,6162944,6855
,PAKA TANK SCAX,BRKE,,,,,BOURKE - HUNGERFORD,RD,BOURKE,NSW,2840,145,42,19,E,30,1,13,S,55,375155,6678268,4022
,PALINYEWAH EXCHANGE,PALI,,,,,WENTWORTH POONCARIE,RD,PALINYEWAH,NSW,2648,142,3,34,E,33,48,37,S,54,598048,6258383,9026
,PALLAMALLAWA SCAX,PLWA,,,,,GENEROI,ST,PALLAMALLAWA,NSW,2399,150,8,17,E,29,28,27,S,56,222470,6736077,2473
,PALM BEACH EXCHANGE,PALM,858,,,,BARRENJOEY,RD,PALM BEACH,NSW,2108,151,19,37,E,33,36,43,S,56,344793,6279624,2894
,PALMERS ISLAND SCAX,PAIS,,,,,NORTHBANK,RD,PALMERS ISLAND,NSW,2463,153,15,50,E,29,26,5,S,56,525593,6743833,4017
,PAMBULA EXCHANGE,PAMB,5,,LOT,1,SIR WILLIAM MCKELL,DR,PAMBULA,NSW,2549,149,48,44,E,36,56,45,S,55,750414,5907446,2474
70 KM EAST POONCARIE ON,PAN BAN EXCHANGE,PBAN,,,,,POONCARIE DARNICK,RD,PAN BAN,NSW,2715,143,14,49,E,33,14,51,S,54,709325,6319025,9281
,PANDORA SCAX,PAND,,,,,COOLAH CREEK,RD,COOLAH,NSW,2843,149,51,3,E,31,45,43,S,55,770027,6482421,12539
,PAPPINBARRA SCAX,PAPN,,,,,PAPPINBARRA,RD,PAPPINBARRA,NSW,2446,152,28,8,E,31,21,7,S,56,449485,6531282,4023
,PARADISE CREEK SCAX,CLMN,,,,,,,TINGHA,NSW,2369,147,12,4,E,34,48,54,S,55,518405,6147458,4031
,PARAGON SCAX,PARG,,,,,BALLDALE-RAND,RD,PARAGON,NSW,2646,146,31,1,E,35,42,6,S,55,456289,6049035,4032
CNR COURT ST,PARKES EXCHANGE,PRKS,,,,,BOGAN,ST,PARKES,NSW,2870,148,10,20,E,33,8,17,S,55,609332,6332791,2902
,PARKVILLE SCAX,PKVL,,,,,NEW ENGLAND,HWY,PARKVILLE,NSW,2337,150,52,26,E,31,56,17,S,56,299024,6464467,4034
,PARRAMATTA EXCHANGE,PARR,91,93,LOT,1,MARSDEN,ST,PARRAMATTA,NSW,2150,151,0,5,E,33,48,57,S,56,315020,6256455,2909
,PATERSON SCAX,PSON,,,,,DUKE,ST,PATERSON,NSW,2421,151,37,5,E,32,36,1,S,56,370323,6392192,2475
AT WHARF RD,PATONGA BEACH SCAX,PBCH,,,,,PATONGA,DR,PATONGA,NSW,2256,151,16,12,E,33,32,56,S,56,339393,6286530,2476
APP 20K S CESSNOCK,PAXTON EXCHANGE,PXTN,,,,,STANFORD,ST,PAXTON,NSW,2325,151,16,55,E,32,54,11,S,56,339324,6358161,2477
,PAYTENS BRIDGE SCAX,PYBD,,,,,,,PAYTENS BRIDGE,NSW,2871,148,18,14,E,33,29,59,S,55,621127,6292557,2479
,PEAK HILL SCAX/LD,PKHL,58,60,,,CASWELL,ST,PEAK HILL,NSW,2869,148,11,25,E,32,43,25,S,55,611549,6378733,4490
,PEAKHURST EXCHANGE,PEAK,41,43,,,BAUMANS,RD,PEAKHURST,NSW,2210,151,3,56,E,33,57,9,S,56,321254,6241415,2901
,PEATS RIDGE TE,PTRG,,,,,GEORGE DOWNS,DR,PEATS RIDGE,NSW,2250,151,14,10,E,33,18,28,S,56,335793,6313213,2480
,PEEL SCAX,PELX,,,,,BATHURST - SOFALA,RD,PEEL,NSW,2795,149,39,11,E,33,18,31,S,55,747015,6311366,4037
,PEELWOOD SCAX,PEEL,,,,,GOULBURN,ST,PEELWOOD,NSW,2583,149,25,34,E,34,6,49,S,55,723782,6222596,11926
7K OFF DENILIQUIN-CARDWELL RD,PEEROO SCAX  AT MARMINDI,PERO,,,,,THULE-MATHOURA,RD,MATHOURA,NSW,2710,144,39,23,E,35,38,38,S,55,287801,6053019,4492
,PEMBROOKE EXCHANGE,PEMB,,,,,PEMBROKE,RD,PEMBROOKE,NSW,2446,152,45,0,E,31,23,53,S,56,476234,6526267,4553
NEAR JONES STREET IN,PENDLE HILL EXCHANGE,PEND,211,,,,DUNMORE,ST,PENDLE HILL,NSW,2145,150,57,34,E,33,48,12,S,56,311104,6257790,2906
AT RAILWAY ST,PENNANT HILLS EXCHANGE,PENN,383,385,,,PENNANT HILLS,RD,PENNANT HILLS,NSW,2120,151,4,15,E,33,44,22,S,56,321295,6265071,2913
,PENRITH EXCHANGE,PNTH,90,92,,,HENRY,ST,PENRITH,NSW,2750,150,41,50,E,33,45,3,S,56,286705,6263090,3205
,PERISHER VALLEY EXCHANGE,PRVJ,,,,,KOSCIUSKO,RD,PERISHER VALLEY,NSW,2624,148,24,43,E,36,24,31,S,55,626600,5969800,11197
PUBLIC RESERVE OPP PERTH ST,PERTHVILLE EXCHANGE,PERV,,,,,BRIDGE,ST,PERTHVILLE,NSW,2795,149,33,4,E,33,35,28,S,55,736752,6280270,11928
,PETERSHAM EXCHANGE,PETE,91,,,,AUDLEY,ST,PETERSHAM,NSW,2049,151,9,16,E,33,53,42,S,56,329356,6247941,2918
,PHILS CREEK SCAX,PLCK,,,,,BOOROWA-WHEEO,RD,PHILS CREEK,NSW,2586,148,53,2,E,34,20,58,S,55,673279,6197495,2485
,PIAMBONG SCAX,PIAM,,,,,MUDGEE-PIAMBONG,RD,PIAMBONG,NSW,2850,149,28,19,E,32,30,51,S,55,732215,6399885,2486
,PICTON EXCHANGE & CFW DEPOT,PCTN,73,75,,,MENANGLE,ST,PICTON,NSW,2571,150,36,43,E,34,10,9,S,56,279888,6216518,2924
,PILLIGA EXCHANGE,PILL,,,,,MILCHOMI-CUTTABRI,RD,PILLIGA,NSW,2388,148,53,6,E,30,21,10,S,55,681180,6640625,6851
,PINE DENE SCAX,PDNE,,,,,TANTITHA,RD,MOMO,NSW,2821,148,19,30,E,32,20,19,S,55,624705,6421266,3804
,PINE LEA SCAX,FNLY,,,,,,,PINE LEA,NSW,2714,145,26,24,E,35,41,22,S,55,358836,6049376,2493
,PINE RIDGE SCAX/PASSIVE RT,PINE,,,,,BOUNDARY,ST,PINE RIDGE,NSW,2343,150,26,27,E,31,26,38,S,56,256791,6518377,4977
,PINEY RANGE SCAX,PYRG,,,,,GRENFELL-MARSDEN,RD,PINEY RANGE,NSW,2810,147,56,38,E,33,49,7,S,55,587364,6257561,2513
28K SW OF GLEN INNES ON,PINKETT SCAX,PNKT,,,,,PINKETT,RD,PINKETT,NSW,2370,151,56,54,E,29,52,27,S,56,398438,6694705,10305
CNR PIORA RD,PIORA EXCHANGE,PIOR,,,,,BRUXNER,HWY,PIORA,NSW,2470,152,54,22,E,28,51,14,S,56,490840,6808211,2516
,PITT  EXCHANGE,PITT,76,78,LOT,103,PITT,ST,SYDNEY,NSW,2000,151,12,32,E,33,52,0,S,56,334324,6251190,3043
,PITT TOWN EXCHANGE,PITN,24,,,,BATHURST,ST,PITT TOWN,NSW,2756,150,51,34,E,33,35,3,S,56,301353,6281905,2518
,PLEASANT HILLS SCAX,PLES,,,,,EDGEHILL,ST,PLEASANT HILLS,NSW,2658,146,43,27,E,35,28,3,S,55,474962,6075079,2521
,PLUMTHORPE SCAX,PLUM,,,,,CAMPO SANTO - BARRABA,RD,PLUMTHORPE,NSW,2347,150,28,44,E,30,20,37,S,56,257650,6640454,4040
,POKOLBIN EXCHANGE,POKO,,,,,MCDONALDS,RD,POKOLBIN,NSW,2320,151,18,43,E,32,45,59,S,56,341888,6373360,11703
,POMEROY SCAX,PMRY,,,,,POMEROY,RD,POMEROY,NSW,2580,149,33,11,E,34,42,47,S,55,733819,6155816,4041
,POONCARIE EXCHANGE,POON,9,,,,MALARRA,ST,POONCARIE,NSW,2648,142,34,18,E,33,23,10,S,54,646175,6304804,8821
CNR KING ST,PORT KEMBLA EXCHANGE,PKEM,,,,,FIVE ISLANDS,RD,PORT KEMBLA,NSW,2505,150,53,17,E,34,28,42,S,56,306054,6182790,2936
CNR GRANT ST &,PORT MACQUARIE EXCHANGE,PTMA,,,LOT,1,CHURCH,ST,PORT MACQUARIE,NSW,2444,152,54,52,E,31,25,53,S,56,491881,6522574,2940
CNR OLD LAKE RD &,PORT MACQUARIE TOD & SCAX,FNHL,,,,,FERNHILL,RD,PORT MACQUARIE,NSW,2444,152,53,6,E,31,26,45,S,56,489073,6520993,2944
,PORTLAND EXCHANGE,PLND,17,,LOT,1,WILLIWA,ST,PORTLAND,NSW,2847,150,1,41,E,33,21,38,S,56,223464,6304803,10961
,POTTS POINT TE,EAST,46,,,,MACLEAY,ST,POTTS POINT,NSW,2011,151,13,33,E,33,52,17,S,56,335907,6250697,2948
,PREMER EXCHANGE,PRMR,,,,,ELLERSLIE,ST,PREMER,NSW,2381,149,54,0,E,31,27,17,S,55,775589,6516369,4541
,PULLETOP SCAX,PULL,,,,,HENTY-WAGGA WAGGA,RD,PULLETOP,NSW,2650,147,22,38,E,35,26,59,S,55,534220,6077021,2523
SW CNR SINGLETON,PUTTY EXCHANGE,PUTT,,,,,OFF THE HOLES,RD,PUTTY,NSW,2330,150,40,1,E,32,57,55,S,56,281949,6350155,4544
,PYMBLE EXCHANGE,PYMB,12,,,,BUNGALOW,AVE,PYMBLE,NSW,2073,151,8,22,E,33,44,25,S,56,327654,6265090,2968
50M BEHIND PO - GENERAL STORE IN,QUAAMA EXCHANGE,QAMA,,,,,BEGA,ST,QUAAMA,NSW,2550,149,52,8,E,36,27,58,S,55,757080,5960530,2490
,QUAKERS HILL EXCHANGE,QUAK,3,5,,,RAILWAY,RD,QUAKERS HILL,NSW,2763,150,53,4,E,33,43,34,S,56,303995,6266199,2930
CORNER TUCKA TUCKA STREET &,QUAMBONE SCAX,QMBN,,,,,BUCKIMBE,ST,QUAMBONE,NSW,2831,147,51,58,E,30,56,1,S,55,582751,6577441,2932
APPROX 50K SW OF GRENFELL AT REAR  OF POST OFFICE IN,QUANDIALLA SCAX,QNDL,,,LOT,16,SECOND,ST,QUANDIALLA,NSW,2721,147,47,35,E,34,0,39,S,55,573240,6236365,4610
,QUEANBEYAN EXCHANGE,QNBN,36,,,,LOWE,ST,QUEANBEYAN,NSW,2620,149,13,55,E,35,21,12,S,55,702818,6085492,2939
,QUIRINDI EXCHANGE,QUIR,,,,,CHURCH,AVE,QUIRINDI,NSW,2343,150,39,57,E,31,30,50,S,56,278345,6511093,2950
11K SOUTH OF CESSNOCK ON,QUORROBOLONG SCAX,QBLG,,,,,CESSNOCK-MULBRING,RD,QUORROBOLONG,NSW,2325,151,23,9,E,32,55,31,S,56,349079,6355851,4612
,RAGLAN SCAX,RGAN,,,,,NILE,ST,RAGLAN,NSW,2795,149,39,7,E,33,25,27,S,55,746585,6298551,12052
,RALEIGH -REPTON- SCAX,RLGH,,,,,OLD FERRY,RD,RALEIGH,NSW,2454,153,1,12,E,30,28,3,S,56,501919,6629422,2514
,RAMSGATE EXCHANGE,RAMS,28,,,,ALICE,ST,RAMSGATE,NSW,2217,151,8,4,E,33,59,14,S,56,327689,6237705,2955
,RAND SCAX,RANB,,,,,ROAD OFF BONG,ST,RAND,NSW,2642,146,34,42,E,35,35,34,S,55,461790,6061138,2501
,RANDWICK EXCHANGE,RAND,206,,,,ALISON,RD,RANDWICK,NSW,2031,151,14,31,E,33,54,47,S,56,337474,6246090,2956
,RANGARI SCAX,RNGI,,,,,KELVIN,RD,RANGARI,NSW,2380,150,23,24,E,30,40,32,S,56,249954,6603457,4048
,RANKINS SPRINGS SCAX,RSPG,,,,,BOOMERANG,ST,RANKINS SPRINGS,NSW,2669,146,25,30,E,33,51,59,S,55,446829,6252514,4049
,RANNOCK SCAX,RNCK,,,,,RANNOCK-COOLAMON,RD,RANNOCK,NSW,2701,147,15,24,E,34,38,40,S,55,523534,6166360,4051
,RAPPVILLE SCAX/RT,RPVL,,,,,WYAN,RD,RAPPVILLE,NSW,2469,152,57,7,E,29,5,25,S,56,495321,6782024,2504
,RAVENSWORTH SCAX,RAVE,,,,,NEW ENGLAND,HWY,RAVENSWORTH,NSW,2330,151,3,18,E,32,26,31,S,56,317159,6408921,2507
,RAWDON VALE SCAX,RNVL,,,,,ROWDON VALE,RD,RAWDON VALE,NSW,2422,151,42,58,E,31,57,18,S,56,378669,6463843,4050
,RAYMOND TERRACE EXCHANGE,RTCE,67,,,,PORT STEPHENS,ST,RAYMOND TERRACE,NSW,2324,151,44,33,E,32,45,44,S,56,382199,6374363,2957
,RAZORBACK SCAX,RZBK,,,,,HUME,HWY,RAZORBACK,NSW,2571,150,39,53,E,34,8,38,S,56,284679,6219431,4052
,RED BOBS SCAX,RBOB,,,,,BREEZA-TAMBAR SPRINGS,RD,RED BOBS,NSW,2381,150,1,34,E,31,18,25,S,56,216952,6532570,4053
,RED RANGE SCAX,RDRG,,,,,GRAFTON,ST,RED RANGE,NSW,2370,151,53,53,E,29,46,24,S,56,393476,6705834,2510
,REDFERN EXCHANGE,REDF,101,,,,GEORGE,ST,REDFERN,NSW,2016,151,12,9,E,33,53,35,S,56,333784,6248260,2959
,REEVES SCAX,REEV,,,,,BOOROWA-WHEEO,RD,REEVES,NSW,2583,149,11,13,E,34,26,55,S,55,700920,6185937,2512
,REGENTVILLE EXCHANGE,REVL,3305,3306,,,LUTTRELL,ST,REGENTVILLE,NSW,2745,150,41,6,E,33,47,10,S,56,285663,6259159,2960
,RENNIE SCAX,RENN,,,,,OAKLANDS,RD,RENNIE,NSW,2646,146,6,34,E,35,51,31,S,55,419582,6031369,8853
,REVESBY EXCHANGE,REVE,2,,,,DOYLE,RD,REVESBY,NSW,2212,151,1,5,E,33,56,45,S,56,316846,6242090,2962
,RICHLANDS SCAX,RHLD,,,,,RICHLANDS TARALGA,RD,RICHLANDS,NSW,2580,149,48,29,E,34,20,56,S,55,758300,6195593,4056
,RICHMOND EXCHANGE & RT,RCHD,314,,,,WINDSOR,ST,RICHMOND,NSW,2753,150,44,55,E,33,35,47,S,56,291091,6280318,2967
,RIVERSTONE EXCHANGE,RIVE,88,,,,RIVERSTONE,RD,RIVERSTONE,NSW,2765,150,52,32,E,33,40,53,S,56,303055,6271140,2970
,ROB ROY SCAX,RBRY,,,,,GWYDIR,HWY,ROB ROY,NSW,2360,151,0,7,E,29,44,17,S,56,306769,6708579,4057
CNR  YARRUNGA ST,ROBERTSON EXCHANGE,ROBN,,,,,ILLAWARRA,RD,ROBERTSON,NSW,2577,150,37,5,E,34,34,50,S,56,281524,6170900,2517
,ROCKDALE EXCHANGE,ROCK,393,405,,,PRINCES,HWY,ROCKDALE,NSW,2216,151,8,21,E,33,56,57,S,56,328054,6241915,2972
,ROCKY CREEK -ATHOL- SCAX,RKCK,,,,,,,EMMAVILLE,NSW,2371,151,28,1,E,29,25,19,S,56,351281,6744299,10803
,ROCKY GLEN SCAX,RYGN,,,,,OXLEY,HWY,ROCKY GLEN,NSW,2357,149,34,3,E,31,6,59,S,55,744856,6554671,4605
,ROCKY GLEN SCAX,GUCK,,,,,GULF CREEK,RD,GULF CREEK,NSW,2347,150,43,15,E,30,13,29,S,56,280649,6654127,10941
,ROCKY PLAINS SCAX,EUCU,,,,,BERRIDALE-JINDABYNE,RD,ROCKY PLAINS,NSW,2628,148,40,28,E,36,13,32,S,55,650502,5989739,2530
,ROLLANDS PLAINS SCAX,ROLP,,,,,UPPER ROLLANDS PLAINS,RD,ROLLANDS PLAINS,NSW,2441,152,40,48,E,31,16,46,S,56,469541,6539396,4008
,ROOKHURST  SCAX,RHST,,,,,,,ROOKHURST,NSW,2422,151,51,29,E,31,52,52,S,56,391997,6472184,2532
,ROOTY HILL EXCHANGE,ROOT,115,117,,,ROOTY HILL,RD,ROOTY HILL,NSW,2766,150,50,20,E,33,45,58,S,56,299855,6261690,2974
,ROSE BAY EXCHANGE,ROSE,64,,,,DOVER,RD,ROSE BAY,NSW,2029,151,16,28,E,33,52,25,S,56,340392,6250515,2980
,ROSEBANK EXCHANGE,RSBK,,,,,CORNDALE,RD,ROSEBANK,NSW,2480,153,23,20,E,28,39,16,S,56,538000,6830250,2533
20K NW OF TUMBARUMBA ON,ROSEWOOD SCAX,ROSD,,,,,BELLS-CREEK,RD,ROSEWOOD,NSW,2652,147,45,22,E,35,42,5,S,55,568391,6048912,2534
